"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents","evidence_codes","intersection"
"Down-regulated",TRUE,0.000405816318472205,2557,127,33,0.259842519685039,0.0129057489245209,"GO:0002376","GO:BP","immune system process",24936,867,"GO:0008150","IEA,IMP,NAS IEA,IMP NAS IEA,IEA,IDA IEA,IGI,IDA IMP ISS IEA,IEA,IMP,IEA,IDA IMP IEA,IEA,NAS IEA,IDA IEA,IMP IEA,IEA,ISO NAS IEA,IDA ISS ISO IEA,IGI,IMP,IMP,IMP IEA,IMP,IMP ISS ISO NAS IEA,IEA,IEA,IDA,IEA,IMP,IDA NAS IEA,IEA,IEA","ENSMUSG00000002033,ENSMUSG00000020681,ENSMUSG00000022149,ENSMUSG00000022181,ENSMUSG00000022965,ENSMUSG00000022971,ENSMUSG00000023067,ENSMUSG00000023274,ENSMUSG00000024411,ENSMUSG00000025270,ENSMUSG00000026043,ENSMUSG00000029254,ENSMUSG00000029417,ENSMUSG00000029656,ENSMUSG00000029771,ENSMUSG00000032080,ENSMUSG00000032083,ENSMUSG00000035031,ENSMUSG00000035042,ENSMUSG00000042429,ENSMUSG00000046402,ENSMUSG00000048376,ENSMUSG00000049109,ENSMUSG00000049723,ENSMUSG00000053977,ENSMUSG00000060586,ENSMUSG00000061132,ENSMUSG00000076612,ENSMUSG00000076617,ENSMUSG00000078817,ENSMUSG00000078922,ENSMUSG00000095612,ENSMUSG00000096459"
"Down-regulated",TRUE,0.000405816318472205,1633,127,25,0.196850393700787,0.0153092467850582,"GO:0006952","GO:BP","defense response",24936,2452,"GO:0006950","IEA,IEA,IMP IEA,ISS IEA,IMP,IEA,IEA,IMP,IDA IEA,IEA,IDA IMP IEA,TAS,IMP IEA,IEA,IEA,IMP IC IEA,IGI IEA,IMP ISS IEA,IMP,IDA,IMP,IDA,IEA,IMP IEA,IDA IEA","ENSMUSG00000022149,ENSMUSG00000022181,ENSMUSG00000022965,ENSMUSG00000022971,ENSMUSG00000023274,ENSMUSG00000024411,ENSMUSG00000024665,ENSMUSG00000029254,ENSMUSG00000029417,ENSMUSG00000029656,ENSMUSG00000029771,ENSMUSG00000030364,ENSMUSG00000032080,ENSMUSG00000032083,ENSMUSG00000035031,ENSMUSG00000035042,ENSMUSG00000042429,ENSMUSG00000048376,ENSMUSG00000049723,ENSMUSG00000053977,ENSMUSG00000062515,ENSMUSG00000076612,ENSMUSG00000076617,ENSMUSG00000078817,ENSMUSG00000078922"
"Down-regulated",TRUE,0.000405816318472205,3596,127,41,0.322834645669291,0.0114015572858732,"GO:0006950","GO:BP","response to stress",24936,2451,"GO:0050896","IEA,IEA,IEA,IEA,IDA,IEA,IEA,IMP IEA,ISS IEA,IDA IMP IGI ISS IEA,IMP,IEA,IEA,IEA,ISS IEA,IEA,IEA,IMP,IDA IEA,IEA,IEA,IDA IMP IEA,TAS,IEA,IMP IEA,IMP IEA,IEA,IEA,IMP IC IEA,IEA,IMP,IGI IEA,IMP ISS IEA,IMP IEA,IDA,IEA,IMP,IDA,IEA,IMP IEA,IDA IEA","ENSMUSG00000001506,ENSMUSG00000018339,ENSMUSG00000020122,ENSMUSG00000021594,ENSMUSG00000022032,ENSMUSG00000022149,ENSMUSG00000022181,ENSMUSG00000022965,ENSMUSG00000022971,ENSMUSG00000023067,ENSMUSG00000023274,ENSMUSG00000024411,ENSMUSG00000024665,ENSMUSG00000025014,ENSMUSG00000025270,ENSMUSG00000026043,ENSMUSG00000027261,ENSMUSG00000029254,ENSMUSG00000029417,ENSMUSG00000029656,ENSMUSG00000029752,ENSMUSG00000029771,ENSMUSG00000030364,ENSMUSG00000031465,ENSMUSG00000031645,ENSMUSG00000032080,ENSMUSG00000032083,ENSMUSG00000035031,ENSMUSG00000035042,ENSMUSG00000040412,ENSMUSG00000040681,ENSMUSG00000042429,ENSMUSG00000048376,ENSMUSG00000049723,ENSMUSG00000053977,ENSMUSG00000054422,ENSMUSG00000062515,ENSMUSG00000076612,ENSMUSG00000076617,ENSMUSG00000078817,ENSMUSG00000078922"
"Down-regulated",TRUE,0.000405816318472205,1726,127,26,0.204724409448819,0.015063731170336,"GO:0006955","GO:BP","immune response",24936,2455,"GO:0002376;GO:0050896","IEA,NAS IEA,IMP NAS IEA,IEA,IEA,IMP IEA,IEA,IEA,IEA,IEA,NAS IEA,IDA IEA,IMP IEA,IEA,ISO NAS IEA,IEA,IMP IEA,IMP,IMP ISS ISO NAS IEA,IEA,IEA,IDA,IEA,IDA NAS IEA,IEA,IEA","ENSMUSG00000002033,ENSMUSG00000022149,ENSMUSG00000022181,ENSMUSG00000022965,ENSMUSG00000022971,ENSMUSG00000023274,ENSMUSG00000024411,ENSMUSG00000026043,ENSMUSG00000029254,ENSMUSG00000029417,ENSMUSG00000029656,ENSMUSG00000029771,ENSMUSG00000032080,ENSMUSG00000032083,ENSMUSG00000035031,ENSMUSG00000035042,ENSMUSG00000049109,ENSMUSG00000049723,ENSMUSG00000053977,ENSMUSG00000060586,ENSMUSG00000061132,ENSMUSG00000076612,ENSMUSG00000076617,ENSMUSG00000078922,ENSMUSG00000095612,ENSMUSG00000096459"
"Down-regulated",TRUE,0.00131990843861524,43,127,5,0.0393700787401575,0.116279069767442,"GO:0002455","GO:BP","humoral immune response mediated by circulating immunoglobulin",24936,936,"GO:0006959;GO:0016064","IEA,IEA,IEA,IEA,IDA","ENSMUSG00000022149,ENSMUSG00000022181,ENSMUSG00000029656,ENSMUSG00000035031,ENSMUSG00000076612"
"Down-regulated",TRUE,0.00226757873472032,2346,127,29,0.228346456692913,0.0123614663256607,"GO:0009605","GO:BP","response to external stimulus",24936,3376,"GO:0050896","IEA,IEP IEA,IEA,IEA,IMP IEA,ISS IEA,IEP,IMP,IEA,IDA IMP IEP,IDA IEP ISS IEA,IEA,IDA IMP IEA,IEA,IMP IEA,IMP IEA,IEA,IEA,IDA ISS IC IEA,IGI IEA,IMP IEA,IMP,IDA,IMP IEP,IMP,IDA,IEA,IMP IEA,IDA IEP IEA","ENSMUSG00000000303,ENSMUSG00000001506,ENSMUSG00000022149,ENSMUSG00000022181,ENSMUSG00000022965,ENSMUSG00000022971,ENSMUSG00000023073,ENSMUSG00000023274,ENSMUSG00000024411,ENSMUSG00000029254,ENSMUSG00000029417,ENSMUSG00000029656,ENSMUSG00000029771,ENSMUSG00000031465,ENSMUSG00000031645,ENSMUSG00000032080,ENSMUSG00000032083,ENSMUSG00000035031,ENSMUSG00000035042,ENSMUSG00000042429,ENSMUSG00000048376,ENSMUSG00000049723,ENSMUSG00000053977,ENSMUSG00000062515,ENSMUSG00000069170,ENSMUSG00000076612,ENSMUSG00000076617,ENSMUSG00000078817,ENSMUSG00000078922"
"Down-regulated",TRUE,0.00249424287689676,9759,127,74,0.582677165354331,0.00758274413362025,"GO:0050896","GO:BP","response to stimulus",24936,12476,"GO:0008150","IEA,IEA,IDA IEP ISO IEA,ISS IEA,IEA,IDA IMP IGI ISS ISO IEA,IGI,IMP,IEA,IEA,IDA,NAS IEA,IMP NAS IEA,IEA,IMP IEA,ISS IEA,IDA IMP IGI ISS IEA,IEP,IDA IMP IEA,IEA,IEA,IEA,ISS IEA,IDA IMP IEA,IEA,IEA,IDA ISS IEA,IDA IMP IEP IEA,IDA IEP ISS IEA,NAS IEA,IEA,IDA IMP IEA,TAS,TAS IEA,IMP IEA,IMP IEP IEA,IEA,IDA IEA,ISO NAS IEA,IDA IMP ISS IC IEA,IMP IEA,IEP,IEA,IDA IMP,IDA IMP IEA,IMP,IEP IEA,IEA,IDA IGI IEA,IEA,IMP IEA,IDA,IMP,IMP,IDA IMP IGI ISS IEA,IMP IEA,IMP IEA,ISS IEA,IDA IMP ISS ISO NAS IEA,IEA,IEA,IEA,IDA IMP IEP,ISS,IMP IEA,IDA IMP IEA,IDA IEA,IDA,IEA,IDA IEA,IMP ISO IEA,IDA IEP NAS IEA,IEA,IEA","ENSMUSG00000000303,ENSMUSG00000000915,ENSMUSG00000001506,ENSMUSG00000002033,ENSMUSG00000018339,ENSMUSG00000020122,ENSMUSG00000020427,ENSMUSG00000020681,ENSMUSG00000021453,ENSMUSG00000021594,ENSMUSG00000022032,ENSMUSG00000022149,ENSMUSG00000022181,ENSMUSG00000022620,ENSMUSG00000022965,ENSMUSG00000022971,ENSMUSG00000023067,ENSMUSG00000023073,ENSMUSG00000023274,ENSMUSG00000024411,ENSMUSG00000024665,ENSMUSG00000025014,ENSMUSG00000025270,ENSMUSG00000026043,ENSMUSG00000027261,ENSMUSG00000027596,ENSMUSG00000028982,ENSMUSG00000029254,ENSMUSG00000029417,ENSMUSG00000029656,ENSMUSG00000029752,ENSMUSG00000029771,ENSMUSG00000030364,ENSMUSG00000031465,ENSMUSG00000031645,ENSMUSG00000032080,ENSMUSG00000032083,ENSMUSG00000034220,ENSMUSG00000035031,ENSMUSG00000035042,ENSMUSG00000036040,ENSMUSG00000038092,ENSMUSG00000040412,ENSMUSG00000040681,ENSMUSG00000041293,ENSMUSG00000041567,ENSMUSG00000041698,ENSMUSG00000042379,ENSMUSG00000042429,ENSMUSG00000042436,ENSMUSG00000042638,ENSMUSG00000044469,ENSMUSG00000044708,ENSMUSG00000046402,ENSMUSG00000048376,ENSMUSG00000049109,ENSMUSG00000049723,ENSMUSG00000051225,ENSMUSG00000053977,ENSMUSG00000054422,ENSMUSG00000060586,ENSMUSG00000061132,ENSMUSG00000062515,ENSMUSG00000064294,ENSMUSG00000068747,ENSMUSG00000069170,ENSMUSG00000072849,ENSMUSG00000076612,ENSMUSG00000076617,ENSMUSG00000078672,ENSMUSG00000078817,ENSMUSG00000078922,ENSMUSG00000095612,ENSMUSG00000096459"
"Down-regulated",TRUE,0.00249424287689676,2034,127,26,0.204724409448819,0.0127826941986234,"GO:0048584","GO:BP","positive regulation of response to stimulus",24936,12006,"GO:0048518;GO:0048583;GO:0050896","IEA,IEA,ISS IEA,IGI,IEA,NAS IEA,IMP NAS IEA,IDA IMP IEA,IEA,IDA,IMP IEA,NAS IEA,IEA,ISO NAS IEA,IDA ISS IEA,IMP,IEA,IEA,IDA IMP IGI ISS IEA,IMP,IMP,IDA ISS ISO,IEA,IMP,IDA,IEA","ENSMUSG00000000915,ENSMUSG00000001506,ENSMUSG00000020122,ENSMUSG00000020427,ENSMUSG00000021453,ENSMUSG00000022149,ENSMUSG00000022181,ENSMUSG00000023274,ENSMUSG00000024665,ENSMUSG00000026043,ENSMUSG00000029254,ENSMUSG00000029656,ENSMUSG00000032083,ENSMUSG00000035031,ENSMUSG00000035042,ENSMUSG00000041567,ENSMUSG00000042379,ENSMUSG00000042429,ENSMUSG00000048376,ENSMUSG00000049109,ENSMUSG00000049723,ENSMUSG00000053977,ENSMUSG00000061132,ENSMUSG00000062515,ENSMUSG00000069170,ENSMUSG00000078817"
"Down-regulated",TRUE,0.00249424287689676,1566,127,22,0.173228346456693,0.0140485312899106,"GO:0051707","GO:BP","response to other organism",24936,12978,"GO:0043207;GO:0044419","IEA,IEA,IEA,IMP IEA,ISS IEA,IEP,IMP,IEA,IDA IEP,IDA IEP,IEA,IDA IMP IEA,IMP IEA,IEA,IC IEA,IMP,IMP,IDA,IEP,IDA,IEA,IDA IEP IEA","ENSMUSG00000000303,ENSMUSG00000022149,ENSMUSG00000022181,ENSMUSG00000022965,ENSMUSG00000022971,ENSMUSG00000023073,ENSMUSG00000023274,ENSMUSG00000024411,ENSMUSG00000029254,ENSMUSG00000029417,ENSMUSG00000029656,ENSMUSG00000029771,ENSMUSG00000032080,ENSMUSG00000035031,ENSMUSG00000035042,ENSMUSG00000048376,ENSMUSG00000049723,ENSMUSG00000053977,ENSMUSG00000062515,ENSMUSG00000076612,ENSMUSG00000076617,ENSMUSG00000078922"
"Down-regulated",TRUE,0.00249424287689676,1570,127,22,0.173228346456693,0.0140127388535032,"GO:0043207","GO:BP","response to external biotic stimulus",24936,9908,"GO:0009605;GO:0009607","IEA,IEA,IEA,IMP IEA,ISS IEA,IEP,IMP,IEA,IDA IEP,IDA IEP,IEA,IDA IMP IEA,IMP IEA,IEA,IC IEA,IMP,IMP,IDA,IEP,IDA,IEA,IDA IEP IEA","ENSMUSG00000000303,ENSMUSG00000022149,ENSMUSG00000022181,ENSMUSG00000022965,ENSMUSG00000022971,ENSMUSG00000023073,ENSMUSG00000023274,ENSMUSG00000024411,ENSMUSG00000029254,ENSMUSG00000029417,ENSMUSG00000029656,ENSMUSG00000029771,ENSMUSG00000032080,ENSMUSG00000035031,ENSMUSG00000035042,ENSMUSG00000048376,ENSMUSG00000049723,ENSMUSG00000053977,ENSMUSG00000062515,ENSMUSG00000076612,ENSMUSG00000076617,ENSMUSG00000078922"
"Down-regulated",TRUE,0.00249424287689676,2433,127,29,0.228346456692913,0.0119194410193177,"GO:0007166","GO:BP","cell surface receptor signaling pathway",24936,2596,"GO:0007165","IEA,ISO IEA,ISS IEA,IDA IMP IGI ISO IEA,IGI,IEA,IEA,IDA IEA,IEA,IDA IMP IEA,IDA IEA,TAS IEA,IEA,IDA,ISS IEA,IMP IEA,IEA,IMP,IEA,IDA IEA,ISS,IMP,IMP,ISS IEA,IDA ISS ISO,IEA,IEA,IEA,IEA","ENSMUSG00000000915,ENSMUSG00000001506,ENSMUSG00000002033,ENSMUSG00000020122,ENSMUSG00000020427,ENSMUSG00000022965,ENSMUSG00000022971,ENSMUSG00000023274,ENSMUSG00000026043,ENSMUSG00000029254,ENSMUSG00000029771,ENSMUSG00000031465,ENSMUSG00000032083,ENSMUSG00000034220,ENSMUSG00000035042,ENSMUSG00000036040,ENSMUSG00000041293,ENSMUSG00000041567,ENSMUSG00000042379,ENSMUSG00000042429,ENSMUSG00000048376,ENSMUSG00000049109,ENSMUSG00000049723,ENSMUSG00000051225,ENSMUSG00000053977,ENSMUSG00000061132,ENSMUSG00000068747,ENSMUSG00000069170,ENSMUSG00000078817"
"Down-regulated",TRUE,0.00249424287689676,29,127,4,0.031496062992126,0.137931034482759,"GO:0006958","GO:BP","complement activation, classical pathway",24936,2458,"GO:0002455;GO:0006956","IEA,IEA,IEA,IEA","ENSMUSG00000022149,ENSMUSG00000022181,ENSMUSG00000029656,ENSMUSG00000035031"
"Down-regulated",TRUE,0.00249424287689676,3943,127,40,0.31496062992126,0.0101445599797109,"GO:0006810","GO:BP","transport",24936,2362,"GO:0051234","IEA,IDA IMP ISS NAS IC IEA,IMP,ISS IEA,IDA IEA,ISS IEA,IEA,ISS IEA,IDA IEA,IEA,IEA,IEA,IMP IEA,IEA,IEA,IDA IMP IGI TAS IEA,IMP,ISS IEA,IEA,IMP ISS IEA,IDA,ISS IEA,IEA,IEA,IEA,IDA IMP ISS ISO IEA,IDA IMP,ISS IEA,IDA IEA,IGI IEA,IMP,IDA IMP ISO IEA,IDA ISS IEA,IMP IEA,IEA,IEA,IDA,IEA,IMP ISS IEA,IEA","ENSMUSG00000000303,ENSMUSG00000000915,ENSMUSG00000001506,ENSMUSG00000002033,ENSMUSG00000012428,ENSMUSG00000019082,ENSMUSG00000020681,ENSMUSG00000021338,ENSMUSG00000022032,ENSMUSG00000022890,ENSMUSG00000023033,ENSMUSG00000023057,ENSMUSG00000023067,ENSMUSG00000023073,ENSMUSG00000023274,ENSMUSG00000024411,ENSMUSG00000027596,ENSMUSG00000028603,ENSMUSG00000028860,ENSMUSG00000028982,ENSMUSG00000029254,ENSMUSG00000029417,ENSMUSG00000029822,ENSMUSG00000031271,ENSMUSG00000032080,ENSMUSG00000032083,ENSMUSG00000032482,ENSMUSG00000035042,ENSMUSG00000041698,ENSMUSG00000042429,ENSMUSG00000042524,ENSMUSG00000044708,ENSMUSG00000048376,ENSMUSG00000049723,ENSMUSG00000054422,ENSMUSG00000061536,ENSMUSG00000062515,ENSMUSG00000063590,ENSMUSG00000068747,ENSMUSG00000068877"
"Down-regulated",TRUE,0.00249424287689676,4145,127,41,0.322834645669291,0.00989143546441496,"GO:0051234","GO:BP","establishment of localization",24936,12687,"GO:0051179","IEA,IDA IMP ISS NAS IC IEA,IMP,ISS IEA,IDA IEA,ISS IEA,IEA,ISS IEA,IDA IEA,IEA,IEA,IEA,IMP IEA,IEA,IEA,IDA IMP IGI TAS IEA,IMP,ISS IEA,IEA,IMP ISS IEA,IDA,ISS IEA,IEA,IEA,IEA,IDA IMP ISS ISO IEA,IDA IMP,ISS IEA,IDA IEA,IGI IEA,IMP,IDA IMP ISO IEA,IDA ISS IEA,IMP IEA,IEA,IEA,IDA,IEA,IMP ISS IEA,IEA,IMP","ENSMUSG00000000303,ENSMUSG00000000915,ENSMUSG00000001506,ENSMUSG00000002033,ENSMUSG00000012428,ENSMUSG00000019082,ENSMUSG00000020681,ENSMUSG00000021338,ENSMUSG00000022032,ENSMUSG00000022890,ENSMUSG00000023033,ENSMUSG00000023057,ENSMUSG00000023067,ENSMUSG00000023073,ENSMUSG00000023274,ENSMUSG00000024411,ENSMUSG00000027596,ENSMUSG00000028603,ENSMUSG00000028860,ENSMUSG00000028982,ENSMUSG00000029254,ENSMUSG00000029417,ENSMUSG00000029822,ENSMUSG00000031271,ENSMUSG00000032080,ENSMUSG00000032083,ENSMUSG00000032482,ENSMUSG00000035042,ENSMUSG00000041698,ENSMUSG00000042429,ENSMUSG00000042524,ENSMUSG00000044708,ENSMUSG00000048376,ENSMUSG00000049723,ENSMUSG00000054422,ENSMUSG00000061536,ENSMUSG00000062515,ENSMUSG00000063590,ENSMUSG00000068747,ENSMUSG00000068877,ENSMUSG00000069170"
"Down-regulated",TRUE,0.0032688526285641,1606,127,22,0.173228346456693,0.0136986301369863,"GO:0009607","GO:BP","response to biotic stimulus",24936,3378,"GO:0050896","IEA,IEA,IEA,IMP IEA,ISS IEA,IEP,IMP,IEA,IDA IEP,IDA IEP,IEA,IDA IMP IEA,IMP IEA,IEA,IC IEA,IMP,IMP,IDA,IEP,IDA,IEA,IDA IEP IEA","ENSMUSG00000000303,ENSMUSG00000022149,ENSMUSG00000022181,ENSMUSG00000022965,ENSMUSG00000022971,ENSMUSG00000023073,ENSMUSG00000023274,ENSMUSG00000024411,ENSMUSG00000029254,ENSMUSG00000029417,ENSMUSG00000029656,ENSMUSG00000029771,ENSMUSG00000032080,ENSMUSG00000035031,ENSMUSG00000035042,ENSMUSG00000048376,ENSMUSG00000049723,ENSMUSG00000053977,ENSMUSG00000062515,ENSMUSG00000076612,ENSMUSG00000076617,ENSMUSG00000078922"
"Down-regulated",TRUE,0.00362984529686272,5712,127,50,0.393700787401575,0.00875350140056022,"GO:0048518","GO:BP","positive regulation of biological process",24936,11952,"GO:0008150;GO:0050789","IEA,IDA IC IEA,IEA,IDA IMP IGI ISS ISO IEA,IGI ISS IEA,IMP ISS IEA,IEA,NAS IEA,IMP NAS IEA,IMP IGI IEA,IDA IMP IEA,IEA,IEA,IDA,IGI,IEA,IDA ISS IEA,IDA IMP IEA,IMP ISS IEA,NAS IEA,IEA,IDA ISS IEA,ISS,IEA,IEA,IEA,ISS IEA,ISS,IMP,IEP,ISO NAS IEA,IDA IMP ISS ISO NAS IEA,ISS IEA,IMP,IEA,IMP,IEA,IMP IGI IEA,IMP,IDA IMP IGI ISS IEA,IMP,IMP IEA,IDA ISS ISO,IDA,IMP,IMP IEA,IMP IGI,IDA IMP,IDA,ISO IEA","ENSMUSG00000000303,ENSMUSG00000000915,ENSMUSG00000001506,ENSMUSG00000020122,ENSMUSG00000020427,ENSMUSG00000021338,ENSMUSG00000021453,ENSMUSG00000022149,ENSMUSG00000022181,ENSMUSG00000023067,ENSMUSG00000023274,ENSMUSG00000024665,ENSMUSG00000025613,ENSMUSG00000026043,ENSMUSG00000027596,ENSMUSG00000028603,ENSMUSG00000028982,ENSMUSG00000029254,ENSMUSG00000029417,ENSMUSG00000029656,ENSMUSG00000029752,ENSMUSG00000029771,ENSMUSG00000030004,ENSMUSG00000031465,ENSMUSG00000031645,ENSMUSG00000032080,ENSMUSG00000032083,ENSMUSG00000032482,ENSMUSG00000032735,ENSMUSG00000034220,ENSMUSG00000035031,ENSMUSG00000035042,ENSMUSG00000038375,ENSMUSG00000038754,ENSMUSG00000040412,ENSMUSG00000041567,ENSMUSG00000042379,ENSMUSG00000042429,ENSMUSG00000042524,ENSMUSG00000048376,ENSMUSG00000049109,ENSMUSG00000049723,ENSMUSG00000053977,ENSMUSG00000055003,ENSMUSG00000058799,ENSMUSG00000061132,ENSMUSG00000062515,ENSMUSG00000069170,ENSMUSG00000078672,ENSMUSG00000078817"
"Down-regulated",TRUE,0.00408305292208035,12,127,3,0.0236220472440945,0.25,"GO:0006957","GO:BP","complement activation, alternative pathway",24936,2457,"GO:0006956;GO:0045087","IEA,IEA,IEA","ENSMUSG00000022149,ENSMUSG00000029656,ENSMUSG00000035031"
"Down-regulated",TRUE,0.00434384597140781,4803,127,44,0.346456692913386,0.00916094107849261,"GO:0051179","GO:BP","localization",24936,12665,"GO:0008150","IEA,IDA IMP ISS NAS IC IEA,IMP IEA,IMP IEA,ISS IEA,IDA IEA,ISS IEA,ISS IEA,IEA,ISS IEA,IDA IEA,IEA,IEA,IEA,IMP IEA,IEA,ISO IEA,IDA IMP IGI TAS IEA,IMP,ISS IEA,IEA,IMP ISS IEA,IDA,ISS IEA,IEA,IEA,IEA,IDA IMP ISS ISO IEA,IDA IMP,ISS IEA,IDA,IDA IEA,IGI IEA,IMP IEA,IDA IMP ISO IEA,IDA ISS IEA,IMP IEA,IEA,IEA,IDA,IEA,IMP ISS IEA,IEA,IMP","ENSMUSG00000000303,ENSMUSG00000000915,ENSMUSG00000001506,ENSMUSG00000001763,ENSMUSG00000002033,ENSMUSG00000012428,ENSMUSG00000019082,ENSMUSG00000020122,ENSMUSG00000020681,ENSMUSG00000021338,ENSMUSG00000022032,ENSMUSG00000022890,ENSMUSG00000023033,ENSMUSG00000023057,ENSMUSG00000023067,ENSMUSG00000023073,ENSMUSG00000023274,ENSMUSG00000024411,ENSMUSG00000027596,ENSMUSG00000028603,ENSMUSG00000028860,ENSMUSG00000028982,ENSMUSG00000029254,ENSMUSG00000029417,ENSMUSG00000029822,ENSMUSG00000031271,ENSMUSG00000032080,ENSMUSG00000032083,ENSMUSG00000032482,ENSMUSG00000035042,ENSMUSG00000038375,ENSMUSG00000041698,ENSMUSG00000042429,ENSMUSG00000042524,ENSMUSG00000044708,ENSMUSG00000048376,ENSMUSG00000049723,ENSMUSG00000054422,ENSMUSG00000061536,ENSMUSG00000062515,ENSMUSG00000063590,ENSMUSG00000068747,ENSMUSG00000068877,ENSMUSG00000069170"
"Down-regulated",TRUE,0.00434384597140781,1549,127,21,0.165354330708661,0.013557133634603,"GO:0044281","GO:BP","small molecule metabolic process",24936,10246,"GO:0008152","IDA IEA,IGI,ISS IEA,IEA,IEA,IDA,IEA,ISS ISO IEA,ISS IEA,IEA,ISS,IEA,IDA IEA,IEA,IMP IGI IEA,IMP IEA,IDA IMP,IEA,IMP IGI IEA,IMP ISS IEA,IEA","ENSMUSG00000016756,ENSMUSG00000020427,ENSMUSG00000021338,ENSMUSG00000022890,ENSMUSG00000023057,ENSMUSG00000024029,ENSMUSG00000024665,ENSMUSG00000026348,ENSMUSG00000027261,ENSMUSG00000027983,ENSMUSG00000028603,ENSMUSG00000029752,ENSMUSG00000031767,ENSMUSG00000032080,ENSMUSG00000032083,ENSMUSG00000038754,ENSMUSG00000041567,ENSMUSG00000042638,ENSMUSG00000046402,ENSMUSG00000056131,ENSMUSG00000097148"
"Down-regulated",TRUE,0.00434384597140781,665,127,13,0.102362204724409,0.0195488721804511,"GO:0002250","GO:BP","adaptive immune response",24936,759,"GO:0006955","IEA,IEA,IEA,IMP IEA,IEA,IEA,IEA,IMP NAS IEA,IEA,IDA,IEA,IEA,IEA","ENSMUSG00000002033,ENSMUSG00000022149,ENSMUSG00000022181,ENSMUSG00000023274,ENSMUSG00000029656,ENSMUSG00000035031,ENSMUSG00000049109,ENSMUSG00000053977,ENSMUSG00000060586,ENSMUSG00000076612,ENSMUSG00000076617,ENSMUSG00000095612,ENSMUSG00000096459"
"Down-regulated",TRUE,0.00434384597140781,1305,127,19,0.149606299212598,0.0145593869731801,"GO:0007155","GO:BP","cell adhesion",24936,2585,"GO:0009987","IEA,IDA,IEA,IMP IEA,IEA,IDA IEA,IEA,IEA,IEA,ISA,IDA,IEA,IEA,ISS,ISS IEA,IEA,ISS,IEA,NAS","ENSMUSG00000000303,ENSMUSG00000001506,ENSMUSG00000020122,ENSMUSG00000021338,ENSMUSG00000022762,ENSMUSG00000023274,ENSMUSG00000024421,ENSMUSG00000026043,ENSMUSG00000026574,ENSMUSG00000030004,ENSMUSG00000031465,ENSMUSG00000032080,ENSMUSG00000032083,ENSMUSG00000032482,ENSMUSG00000035042,ENSMUSG00000042436,ENSMUSG00000047109,ENSMUSG00000049723,ENSMUSG00000069170"
"Down-regulated",TRUE,0.0046627312408873,1686,127,22,0.173228346456693,0.0130486358244365,"GO:0044419","GO:BP","biological process involved in interspecies interaction between organisms",24936,10288,"GO:0008150","IEA,IEA,IEA,IMP IEA,ISS IEA,IEP,IMP IEA,IEA,IDA IEP,IDA IEP,IEA,IDA IMP IEA,IMP IEA,IEA,IC IEA,IMP,IMP,IDA,IEP,IDA,IEA,IDA IEP IEA","ENSMUSG00000000303,ENSMUSG00000022149,ENSMUSG00000022181,ENSMUSG00000022965,ENSMUSG00000022971,ENSMUSG00000023073,ENSMUSG00000023274,ENSMUSG00000024411,ENSMUSG00000029254,ENSMUSG00000029417,ENSMUSG00000029656,ENSMUSG00000029771,ENSMUSG00000032080,ENSMUSG00000035031,ENSMUSG00000035042,ENSMUSG00000048376,ENSMUSG00000049723,ENSMUSG00000053977,ENSMUSG00000062515,ENSMUSG00000076612,ENSMUSG00000076617,ENSMUSG00000078922"
"Down-regulated",TRUE,0.00718397533933265,134,127,6,0.047244094488189,0.0447761194029851,"GO:0006959","GO:BP","humoral immune response",24936,2459,"GO:0006955","IEA,IMP IEA,IEA,ISO IEA,IDA,IEA","ENSMUSG00000022149,ENSMUSG00000022181,ENSMUSG00000029656,ENSMUSG00000035031,ENSMUSG00000076612,ENSMUSG00000076617"
"Down-regulated",TRUE,0.0105782153045791,209,127,7,0.0551181102362205,0.0334928229665072,"GO:0009636","GO:BP","response to toxic substance",24936,3397,"GO:0042221","IEA,IEA,IEA,IEA,IEA,IMP,IEA","ENSMUSG00000000303,ENSMUSG00000018339,ENSMUSG00000021594,ENSMUSG00000032080,ENSMUSG00000035042,ENSMUSG00000042638,ENSMUSG00000054422"
"Down-regulated",TRUE,0.011213804046648,53,127,4,0.031496062992126,0.0754716981132075,"GO:0141061","GO:BP","disruption of cell in another organism",24936,18751,"GO:0141060","IEA,IEA,IEA,IEA","ENSMUSG00000022149,ENSMUSG00000022181,ENSMUSG00000029656,ENSMUSG00000035031"
"Down-regulated",TRUE,0.011213804046648,1096,127,16,0.125984251968504,0.0145985401459854,"GO:0034097","GO:BP","response to cytokine",24936,7846,"GO:1901652","IEA,IEA,IEA,ISS IEA,IEA,IEA,IEA,IMP,IDA IEA,IEA,IDA ISS IEA,IMP,IDA,IDA IEA,IMP,IDA","ENSMUSG00000001506,ENSMUSG00000020122,ENSMUSG00000022965,ENSMUSG00000022971,ENSMUSG00000023274,ENSMUSG00000024411,ENSMUSG00000026043,ENSMUSG00000029254,ENSMUSG00000029771,ENSMUSG00000032083,ENSMUSG00000035042,ENSMUSG00000049723,ENSMUSG00000062515,ENSMUSG00000072849,ENSMUSG00000078817,ENSMUSG00000078922"
