"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents","evidence_codes","intersection"
"Down-regulated",TRUE,0.00962418371182657,10021,141,75,0.531914893617021,0.00748428300568806,"GO:0016020","GO:CC","membrane",25413,699,"GO:0110165","IEA,IEA,IDA ISS IEA,IDA IMP IEA,IDA IEA,IEA,IDA TAS IEA,ISS IEA,IDA IGI ISO IEA,IDA ISS IEA,ISS IEA,IEA,IEA,IDA TAS IEA,ISS ISO NAS IEA,ISO NAS IEA,IDA IEA,IDA IEA,IDA IEA,NAS,HDA ISS IEA,IEA,IEA,ISS TAS IEA,IEA,IDA IEA,IDA ISO IEA,IDA TAS NAS IEA,TAS IEA,IEA,ISS IEA,IDA,IEA,IEA,IEA,IDA IEA,IDA,ISO NAS IEA,IEA,ISS NAS IEA,TAS IEA,IDA ISS IEA,IDA IEA,ISO NAS IEA,HDA IEA,TAS IEA,IEA,IEA,IDA IEA,IDA,IDA IEA,ISO IEA,IDA IEA,IEA,IDA IC IEA,IDA IEA,ISS IEA,IDA ISO IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IDA IEA,IEA,IDA NAS IEA,IEA,IEA,IEA,IEA,IEA","ENSMUSG00000000159,ENSMUSG00000000303,ENSMUSG00000000915,ENSMUSG00000001763,ENSMUSG00000002033,ENSMUSG00000003355,ENSMUSG00000012428,ENSMUSG00000019082,ENSMUSG00000020122,ENSMUSG00000020681,ENSMUSG00000021338,ENSMUSG00000021594,ENSMUSG00000021903,ENSMUSG00000022032,ENSMUSG00000022149,ENSMUSG00000022181,ENSMUSG00000022215,ENSMUSG00000022620,ENSMUSG00000022762,ENSMUSG00000022889,ENSMUSG00000022890,ENSMUSG00000022964,ENSMUSG00000022965,ENSMUSG00000022971,ENSMUSG00000023033,ENSMUSG00000023073,ENSMUSG00000023274,ENSMUSG00000024411,ENSMUSG00000024665,ENSMUSG00000024672,ENSMUSG00000025270,ENSMUSG00000027965,ENSMUSG00000027983,ENSMUSG00000028538,ENSMUSG00000028860,ENSMUSG00000028982,ENSMUSG00000029417,ENSMUSG00000029656,ENSMUSG00000029822,ENSMUSG00000030004,ENSMUSG00000030364,ENSMUSG00000032482,ENSMUSG00000034220,ENSMUSG00000035031,ENSMUSG00000038092,ENSMUSG00000038754,ENSMUSG00000039956,ENSMUSG00000040412,ENSMUSG00000041293,ENSMUSG00000041567,ENSMUSG00000041698,ENSMUSG00000042429,ENSMUSG00000042524,ENSMUSG00000042638,ENSMUSG00000044708,ENSMUSG00000047109,ENSMUSG00000048376,ENSMUSG00000053977,ENSMUSG00000055003,ENSMUSG00000060586,ENSMUSG00000061132,ENSMUSG00000061536,ENSMUSG00000061906,ENSMUSG00000062170,ENSMUSG00000063590,ENSMUSG00000063929,ENSMUSG00000064294,ENSMUSG00000068747,ENSMUSG00000068877,ENSMUSG00000069170,ENSMUSG00000076612,ENSMUSG00000076613,ENSMUSG00000076614,ENSMUSG00000076617,ENSMUSG00000078922"
"Down-regulated",TRUE,0.0156269360481295,863,141,13,0.0921985815602837,0.015063731170336,"GO:0005768","GO:CC","endosome",25413,323,"GO:0012505;GO:0031410","IEA,IDA IEA,ISS IEA,IEA,ISS IEA,IEA,IEA,IEA,IEA,IEA,IEA,ISS IEA,IEA","ENSMUSG00000000303,ENSMUSG00000012428,ENSMUSG00000020122,ENSMUSG00000020681,ENSMUSG00000021338,ENSMUSG00000022620,ENSMUSG00000024411,ENSMUSG00000034220,ENSMUSG00000040412,ENSMUSG00000042524,ENSMUSG00000048376,ENSMUSG00000058240,ENSMUSG00000068747"
"Down-regulated",TRUE,0.0159819795719013,37,141,3,0.0212765957446809,0.0810810810810811,"GO:0140151","GO:CC","solid phase of interstitial matrix",25413,3472,"GO:0005614;GO:0030312","IDA IMP ISO IEA,IDA IEA,IEA","ENSMUSG00000001506,ENSMUSG00000026043,ENSMUSG00000042436"
"Down-regulated",TRUE,0.0212122221364462,11,141,2,0.0141843971631206,0.181818181818182,"GO:0098643","GO:CC","fibrillar collagen complex",25413,3157,"GO:0098644;GO:0140152","IDA IMP ISO IEA,IDA IEA","ENSMUSG00000001506,ENSMUSG00000026043"
"Down-regulated",TRUE,0.0212122221364462,11,141,2,0.0141843971631206,0.181818181818182,"GO:0005583","GO:CC","fibrillar collagen trimer",25413,199,"GO:0005581;GO:0098643","IDA IMP ISO IEA,IDA IEA","ENSMUSG00000001506,ENSMUSG00000026043"
"Down-regulated",TRUE,0.0272196144085842,6371,141,51,0.361702127659574,0.00800502275937843,"GO:0071944","GO:CC","cell periphery",25413,2724,"GO:0110165","IEA,IDA ISS IEA,IDA IMP ISO IEA,IDA IEA,IDA IEA,IDA TAS IEA,IDA IGI ISO IEA,IDA ISS IEA,ISS IEA,IDA TAS IEA,ISS ISO NAS IEA,ISO NAS IEA,IDA IEA,IDA IEA,IEA,ISS IEA,IEA,IEA,IDA,IDA ISO IEA,IDA TAS IEA,IDA IEA,IDA IEA,IDA,IEA,IDA,ISO NAS IEA,IEA,TAS IEA,IDA IEA,IDA IEA,ISO NAS IEA,IDA,IEA,IEA,IDA IEA,IDA,IDA IEA,IEA,ISO IEA,IEA,IEA,IDA IC IEA,IDA IEA,ISS IEA,IEA,IDA ISO IEA,IEA,IEA,IDA IEA,IDA IEA","ENSMUSG00000000303,ENSMUSG00000000915,ENSMUSG00000001506,ENSMUSG00000001763,ENSMUSG00000002033,ENSMUSG00000012428,ENSMUSG00000020122,ENSMUSG00000020681,ENSMUSG00000021338,ENSMUSG00000022032,ENSMUSG00000022149,ENSMUSG00000022181,ENSMUSG00000022620,ENSMUSG00000022762,ENSMUSG00000022965,ENSMUSG00000022971,ENSMUSG00000023033,ENSMUSG00000023057,ENSMUSG00000023073,ENSMUSG00000023274,ENSMUSG00000024411,ENSMUSG00000024421,ENSMUSG00000026043,ENSMUSG00000027965,ENSMUSG00000028860,ENSMUSG00000029417,ENSMUSG00000029656,ENSMUSG00000029822,ENSMUSG00000030364,ENSMUSG00000032482,ENSMUSG00000034220,ENSMUSG00000035031,ENSMUSG00000036040,ENSMUSG00000039956,ENSMUSG00000040412,ENSMUSG00000041293,ENSMUSG00000041567,ENSMUSG00000041698,ENSMUSG00000041782,ENSMUSG00000042429,ENSMUSG00000042436,ENSMUSG00000042638,ENSMUSG00000044708,ENSMUSG00000047109,ENSMUSG00000048376,ENSMUSG00000049723,ENSMUSG00000053977,ENSMUSG00000060586,ENSMUSG00000061132,ENSMUSG00000068747,ENSMUSG00000069170"
"Down-regulated",TRUE,0.0322359708675399,14,141,2,0.0141843971631206,0.142857142857143,"GO:0140152","GO:CC","collagenous component of interstitial matrix",25413,3473,"GO:0030312;GO:0140151","IDA IMP ISO IEA,IDA IEA","ENSMUSG00000001506,ENSMUSG00000026043"
"Down-regulated",TRUE,0.0334996611925727,51,141,3,0.0212765957446809,0.0588235294117647,"GO:0005614","GO:CC","interstitial matrix",25413,226,"GO:0031012","IDA IMP ISO IEA,IDA IEA,IEA","ENSMUSG00000001506,ENSMUSG00000026043,ENSMUSG00000042436"
"Down-regulated",TRUE,0.0482278906313892,1,141,1,0.00709219858156028,1,"GO:0071757","GO:CC","hexameric IgM immunoglobulin complex",25413,2706,"GO:0071754","IEA","ENSMUSG00000076617"
"Down-regulated",TRUE,0.0482278906313892,19,141,2,0.0141843971631206,0.105263157894737,"GO:0097449","GO:CC","astrocyte projection",25413,2937,"GO:0097386","IDA,IDA","ENSMUSG00000024411,ENSMUSG00000044708"
"Down-regulated",TRUE,0.0482278906313892,1,141,1,0.00709219858156028,1,"GO:0044218","GO:CC","other organism cell membrane",25413,1984,"GO:0044217","IEA","ENSMUSG00000022149"
"Down-regulated",TRUE,0.0482278906313892,19,141,2,0.0141843971631206,0.105263157894737,"GO:0034361","GO:CC","very-low-density lipoprotein particle",25413,1439,"GO:0034385","IEA,IEA","ENSMUSG00000032080,ENSMUSG00000032083"
"Down-regulated",TRUE,0.0482278906313892,20,141,2,0.0141843971631206,0.1,"GO:0098644","GO:CC","complex of collagen trimers",25413,3158,"GO:0031012;GO:0099080","IDA IMP ISO IEA,IDA IEA","ENSMUSG00000001506,ENSMUSG00000026043"
"Down-regulated",TRUE,0.0482278906313892,1,141,1,0.00709219858156028,1,"GO:0005586","GO:CC","collagen type III trimer",25413,202,"GO:0005583","IDA IEA","ENSMUSG00000026043"
"Down-regulated",TRUE,0.0482278906313892,1,141,1,0.00709219858156028,1,"GO:0097489","GO:CC","multivesicular body, internal vesicle lumen",25413,2958,"GO:0031983;GO:0097487;GO:0160315","IEA","ENSMUSG00000020122"
"Down-regulated",TRUE,0.0482278906313892,1,141,1,0.00709219858156028,1,"GO:0160315","GO:CC","endosomal intralumenal vesicle lumen",25413,3618,"GO:0070013;GO:0160313","IEA","ENSMUSG00000020122"
"Down-regulated",TRUE,0.0482278906313892,19,141,2,0.0141843971631206,0.105263157894737,"GO:0034385","GO:CC","triglyceride-rich plasma lipoprotein particle",25413,1445,"GO:0034358","IEA,IEA","ENSMUSG00000032080,ENSMUSG00000032083"
"Down-regulated",TRUE,0.0482278906313892,1,141,1,0.00709219858156028,1,"GO:0031232","GO:CC","extrinsic component of external side of plasma membrane",25413,1035,"GO:0009897;GO:0019897","IEA","ENSMUSG00000022620"
"Down-regulated",TRUE,0.049280938646119,387,141,7,0.049645390070922,0.0180878552971576,"GO:0031252","GO:CC","cell leading edge",25413,1046,"GO:0110165","IEA,IEA,IEA,IDA ISS IEA,ISO IEA,IEA,IEA","ENSMUSG00000000303,ENSMUSG00000000915,ENSMUSG00000020122,ENSMUSG00000021338,ENSMUSG00000032735,ENSMUSG00000042429,ENSMUSG00000069170"
"Down-regulated",TRUE,0.049280938646119,129,141,4,0.0283687943262411,0.0310077519379845,"GO:0019814","GO:CC","immunoglobulin complex",25413,792,"GO:0032991","IDA,IEA,IEA,IEA","ENSMUSG00000076612,ENSMUSG00000076617,ENSMUSG00000095612,ENSMUSG00000096459"
"Down-regulated",TRUE,0.00767109935892001,11,133,3,0.0225563909774436,0.272727272727273,"GO:0036041","GO:MF","long-chain fatty acid binding",23512,4841,"GO:0005504","IEA,IEA,IDA","ENSMUSG00000023057,ENSMUSG00000028603,ENSMUSG00000062515"
"Down-regulated",TRUE,0.00767109935892001,111,133,6,0.0451127819548872,0.0540540540540541,"GO:0019838","GO:MF","growth factor binding",23512,3436,"GO:0005515","ISO IEA,IDA,IPI IEA,ISO IEA,IDA,IEA","ENSMUSG00000001506,ENSMUSG00000020122,ENSMUSG00000020427,ENSMUSG00000026043,ENSMUSG00000034220,ENSMUSG00000068747"
"Down-regulated",TRUE,0.00767109935892001,27,133,4,0.0300751879699248,0.148148148148148,"GO:0005504","GO:MF","fatty acid binding",23512,1451,"GO:0008289;GO:0033293","IEA,IEA,ISO IEA,IDA","ENSMUSG00000023057,ENSMUSG00000028603,ENSMUSG00000054422,ENSMUSG00000062515"
"Down-regulated",TRUE,0.00971493795669643,4,133,2,0.0150375939849624,0.5,"GO:0004904","GO:MF","interferon receptor activity",23512,1119,"GO:0004896","IEA,IDA ISS","ENSMUSG00000022965,ENSMUSG00000022971"
"Down-regulated",TRUE,0.00971493795669643,50,133,4,0.0300751879699248,0.08,"GO:0033293","GO:MF","monocarboxylic acid binding",23512,4232,"GO:0031406","IEA,IEA,ISO IEA,IDA","ENSMUSG00000023057,ENSMUSG00000028603,ENSMUSG00000054422,ENSMUSG00000062515"
"Down-regulated",TRUE,0.00971493795669643,4,133,2,0.0150375939849624,0.5,"GO:0060228","GO:MF","phosphatidylcholine-sterol O-acyltransferase activator activity",23512,7661,"GO:0008047","IEA,IEA","ENSMUSG00000032080,ENSMUSG00000032083"
"Down-regulated",TRUE,0.00971493795669643,742,133,14,0.105263157894737,0.0188679245283019,"GO:0016491","GO:MF","oxidoreductase activity",23512,2729,"GO:0003824","IDA IEA,IDA IMP IEA,IDA ISS IEA,IEA,IDA IEA,IDA ISS IEA,IEA,IEA,IEA,IEA,IEA,IDA ISS IEA,IEA,IEA","ENSMUSG00000012428,ENSMUSG00000016756,ENSMUSG00000018339,ENSMUSG00000021594,ENSMUSG00000024665,ENSMUSG00000027261,ENSMUSG00000027983,ENSMUSG00000038092,ENSMUSG00000058240,ENSMUSG00000062624,ENSMUSG00000063929,ENSMUSG00000064294,ENSMUSG00000068877,ENSMUSG00000097148"
"Down-regulated",TRUE,0.00971493795669643,6255,133,55,0.413533834586466,0.008792965627498,"GO:0036094","GO:MF","small molecule binding",23512,4848,"GO:0005488","IEA,IEA,IEA,IEA,IEA,ISS IEA,IEA,ISS IEA,IEA,IEA,ISS IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,ISS IEA,IEA,IEA,IEA,IEA,IEA,IEA,IDA IEA,IEA,IEA,IEA,ISS IEA,IEA,IEA,IEA,IDA IGI ISS IEA,IEA,IEA,ISO IEA,IEA,IDA,IEA,IEA,IDA ISS IEA,IEA,IEA,IEA,NAS IEA,IEA,ISS IEA,IEA,IEA,IEA,IEA,IEA","ENSMUSG00000000303,ENSMUSG00000000915,ENSMUSG00000001506,ENSMUSG00000012428,ENSMUSG00000016756,ENSMUSG00000018339,ENSMUSG00000020122,ENSMUSG00000020681,ENSMUSG00000021594,ENSMUSG00000021903,ENSMUSG00000022620,ENSMUSG00000022889,ENSMUSG00000023057,ENSMUSG00000023067,ENSMUSG00000023274,ENSMUSG00000025014,ENSMUSG00000025270,ENSMUSG00000025613,ENSMUSG00000026043,ENSMUSG00000026348,ENSMUSG00000027261,ENSMUSG00000027983,ENSMUSG00000028603,ENSMUSG00000029752,ENSMUSG00000029822,ENSMUSG00000030137,ENSMUSG00000031465,ENSMUSG00000031767,ENSMUSG00000032080,ENSMUSG00000032083,ENSMUSG00000032735,ENSMUSG00000034220,ENSMUSG00000042429,ENSMUSG00000042638,ENSMUSG00000044708,ENSMUSG00000046402,ENSMUSG00000049723,ENSMUSG00000053414,ENSMUSG00000054422,ENSMUSG00000056131,ENSMUSG00000062515,ENSMUSG00000062624,ENSMUSG00000063929,ENSMUSG00000064294,ENSMUSG00000066153,ENSMUSG00000066154,ENSMUSG00000068877,ENSMUSG00000069170,ENSMUSG00000073830,ENSMUSG00000074240,ENSMUSG00000076617,ENSMUSG00000078672,ENSMUSG00000078817,ENSMUSG00000078922,ENSMUSG00000097148"
"Down-regulated",TRUE,0.00971493795669643,139,133,6,0.0451127819548872,0.0431654676258993,"GO:0005319","GO:MF","lipid transporter activity",23512,1379,"GO:0005215","IEA,ISS,IEA,IEA,IDA IMP IEA,IDA","ENSMUSG00000023057,ENSMUSG00000028603,ENSMUSG00000029822,ENSMUSG00000032080,ENSMUSG00000032083,ENSMUSG00000062515"
"Down-regulated",TRUE,0.00971493795669643,1071,133,17,0.12781954887218,0.0158730158730159,"GO:0005102","GO:MF","signaling receptor binding",23512,1242,"GO:0005515","IEA,IEA,IEA,IEA,IPI IEA,IEA,IDA IPI,ISS IEA,IPI,TAS IEA,IEA,IDA ISS IEA,IEA,IEA,IEA,IPI,IEA","ENSMUSG00000020681,ENSMUSG00000023274,ENSMUSG00000024421,ENSMUSG00000026043,ENSMUSG00000027596,ENSMUSG00000028603,ENSMUSG00000029254,ENSMUSG00000029417,ENSMUSG00000030364,ENSMUSG00000031465,ENSMUSG00000032083,ENSMUSG00000035042,ENSMUSG00000042379,ENSMUSG00000042429,ENSMUSG00000048376,ENSMUSG00000062515,ENSMUSG00000076617"
"Down-regulated",TRUE,0.00971493795669643,93,133,5,0.037593984962406,0.0537634408602151,"GO:1990782","GO:MF","protein tyrosine kinase binding",23512,10056,"GO:0019901","IEA,IEA,IDA IPI,IEA,IEA","ENSMUSG00000000303,ENSMUSG00000023274,ENSMUSG00000029254,ENSMUSG00000031465,ENSMUSG00000061132"
"Down-regulated",TRUE,0.0118591613048239,22,133,3,0.0225563909774436,0.136363636363636,"GO:0120020","GO:MF","cholesterol transfer activity",23512,9043,"GO:0120015","ISS,IEA,IDA IEA","ENSMUSG00000028603,ENSMUSG00000032080,ENSMUSG00000032083"
"Down-regulated",TRUE,0.0125369894720429,23,133,3,0.0225563909774436,0.130434782608696,"GO:0120015","GO:MF","sterol transfer activity",23512,9039,"GO:0120013","ISS,IEA,IDA IEA","ENSMUSG00000028603,ENSMUSG00000032080,ENSMUSG00000032083"
"Down-regulated",TRUE,0.0176787845093884,6,133,2,0.0150375939849624,0.333333333333333,"GO:0016623","GO:MF","oxidoreductase activity, acting on the aldehyde or oxo group of donors, oxygen as acceptor",23512,2769,"GO:0016903","IEA,IDA ISS IEA","ENSMUSG00000027261,ENSMUSG00000064294"
"Down-regulated",TRUE,0.0176787845093884,6,133,2,0.0150375939849624,0.333333333333333,"GO:0010945","GO:MF","coenzyme A diphosphatase activity",23512,2205,"GO:0016462","IEA,IDA TAS IEA","ENSMUSG00000022215,ENSMUSG00000031767"
"Down-regulated",TRUE,0.0249290146078486,124,133,5,0.037593984962406,0.0403225806451613,"GO:0005201","GO:MF","extracellular matrix structural constituent",23512,1315,"GO:0005198","IDA RCA IEA,RCA,RCA IEA,RCA,RCA","ENSMUSG00000001506,ENSMUSG00000024421,ENSMUSG00000026043,ENSMUSG00000026574,ENSMUSG00000042436"
"Down-regulated",TRUE,0.0259232844367078,75,133,4,0.0300751879699248,0.0533333333333333,"GO:0043178","GO:MF","alcohol binding",23512,5162,"GO:0036094","IEA,IEA,IEA,IDA IGI ISS IEA","ENSMUSG00000028603,ENSMUSG00000029822,ENSMUSG00000032083,ENSMUSG00000046402"
"Down-regulated",TRUE,0.0259232844367078,8,133,2,0.0150375939849624,0.25,"GO:0008430","GO:MF","selenium binding",23512,1669,"GO:0036094","ISS IEA,IEA","ENSMUSG00000018339,ENSMUSG00000068877"
"Down-regulated",TRUE,0.0259232844367078,719,133,12,0.0902255639097744,0.0166898470097357,"GO:0008289","GO:MF","lipid binding",23512,1606,"GO:0005488","ISS IEA,IDA,IEA,IEA,IEA,IEA,IDA IEA,IDA IGI ISS TAS IEA,ISO IEA,IEA,IDA IEA,IEA","ENSMUSG00000000915,ENSMUSG00000022215,ENSMUSG00000023057,ENSMUSG00000028603,ENSMUSG00000029822,ENSMUSG00000032080,ENSMUSG00000032083,ENSMUSG00000046402,ENSMUSG00000054422,ENSMUSG00000061132,ENSMUSG00000062515,ENSMUSG00000076617"
"Down-regulated",TRUE,0.0263116807881046,34,133,3,0.0225563909774436,0.0882352941176471,"GO:0030296","GO:MF","protein tyrosine kinase activator activity",23512,3605,"GO:0030295","IEA,IEA,ISS IEA","ENSMUSG00000020122,ENSMUSG00000029254,ENSMUSG00000035042"
"Down-regulated",TRUE,0.0286084228587159,9,133,2,0.0150375939849624,0.222222222222222,"GO:0032795","GO:MF","heterotrimeric G-protein binding",23512,4186,"GO:0044877","IEA,TAS","ENSMUSG00000042429,ENSMUSG00000048376"
"Down-regulated",TRUE,0.0286084228587159,9,133,2,0.0150375939849624,0.222222222222222,"GO:0048019","GO:MF","receptor antagonist activity",23512,6617,"GO:0030547","TAS,ISS IEA","ENSMUSG00000031465,ENSMUSG00000035042"
"Down-regulated",TRUE,0.0357762810180029,15131,133,102,0.766917293233083,0.00674112748661688,"GO:0005488","GO:MF","binding",23512,1443,"GO:0003674","IEA,IDA IPI ISS IEA,IPI ISO IEA,IPI IEA,IPI ISS IEA,IEA,IEA,ISS IEA,IDA IPI ISS IEA,IDA IPI IEA,IPI ISS IEA,IMP IEA,IEA,IEA,IPI,IEA,IEA,IDA,ISS IEA,IEA,IEA,IEA,IEA,IEA,IEA,IDA IPI IEA,IPI ISS IEA,IEA,IPI,IEA,IEA,IEA,IPI IEA,IPI ISO IEA,IEA,ISS IEA,IPI IEA,IPI,IEA,IPI IEA,IEA,IDA IPI IEA,ISS IEA,IEA,IEA,IPI IEA,IEA,IEA,IPI ISS IEA,IPI TAS IEA,IEA,IDA IEA,IEA,IDA IPI ISS IEA,IEA,IDA ISS IEA,IEA,IDA ISS IEA,IPI,IDA,IDA IPI IEA,IPI,IPI,IEA,IEA,IPI IEA,IPI IEA,IEA,IPI IEA,IPI IEA,IPI IEA,IDA IGI ISS TAS IEA,IPI ISS,IDA TAS IEA,IPI,IEA,ISS IEA,IEA,IPI,IDA ISO IEA,IEA,IEA,IEA,IPI,IPI IEA,IDA IPI IEA,IEA,IEA,IDA ISS IEA,IEA,IEA,IPI IEA,IEA,IDA IPI NAS IEA,IEA,ISS IEA,IDA,IEA,IDA IEA,IPI IEA,IEA,IEA","ENSMUSG00000000303,ENSMUSG00000000915,ENSMUSG00000001506,ENSMUSG00000001763,ENSMUSG00000002033,ENSMUSG00000012428,ENSMUSG00000016756,ENSMUSG00000018339,ENSMUSG00000020122,ENSMUSG00000020427,ENSMUSG00000020681,ENSMUSG00000021338,ENSMUSG00000021594,ENSMUSG00000021903,ENSMUSG00000022032,ENSMUSG00000022149,ENSMUSG00000022181,ENSMUSG00000022215,ENSMUSG00000022620,ENSMUSG00000022762,ENSMUSG00000022889,ENSMUSG00000022965,ENSMUSG00000022971,ENSMUSG00000023033,ENSMUSG00000023057,ENSMUSG00000023067,ENSMUSG00000023274,ENSMUSG00000024029,ENSMUSG00000024411,ENSMUSG00000024421,ENSMUSG00000025014,ENSMUSG00000025270,ENSMUSG00000025613,ENSMUSG00000026043,ENSMUSG00000026348,ENSMUSG00000027261,ENSMUSG00000027596,ENSMUSG00000027965,ENSMUSG00000027983,ENSMUSG00000028603,ENSMUSG00000028860,ENSMUSG00000029254,ENSMUSG00000029417,ENSMUSG00000029656,ENSMUSG00000029752,ENSMUSG00000029771,ENSMUSG00000029822,ENSMUSG00000030137,ENSMUSG00000030364,ENSMUSG00000031465,ENSMUSG00000031645,ENSMUSG00000031767,ENSMUSG00000032080,ENSMUSG00000032083,ENSMUSG00000032735,ENSMUSG00000034220,ENSMUSG00000035031,ENSMUSG00000035042,ENSMUSG00000036040,ENSMUSG00000038375,ENSMUSG00000040681,ENSMUSG00000041293,ENSMUSG00000041567,ENSMUSG00000041698,ENSMUSG00000042379,ENSMUSG00000042429,ENSMUSG00000042524,ENSMUSG00000042638,ENSMUSG00000044469,ENSMUSG00000044708,ENSMUSG00000046160,ENSMUSG00000046402,ENSMUSG00000047109,ENSMUSG00000048376,ENSMUSG00000049109,ENSMUSG00000049723,ENSMUSG00000051225,ENSMUSG00000053414,ENSMUSG00000053977,ENSMUSG00000054422,ENSMUSG00000055003,ENSMUSG00000056131,ENSMUSG00000058240,ENSMUSG00000058799,ENSMUSG00000061132,ENSMUSG00000062515,ENSMUSG00000062624,ENSMUSG00000063929,ENSMUSG00000064294,ENSMUSG00000066153,ENSMUSG00000066154,ENSMUSG00000068747,ENSMUSG00000068877,ENSMUSG00000069170,ENSMUSG00000073830,ENSMUSG00000074240,ENSMUSG00000076612,ENSMUSG00000076617,ENSMUSG00000078672,ENSMUSG00000078817,ENSMUSG00000078922,ENSMUSG00000097148"
"Down-regulated",TRUE,0.0357762810180029,998,133,14,0.105263157894737,0.0140280561122244,"GO:0044877","GO:MF","protein-containing complex binding",23512,5458,"GO:0005488","IDA IEA,IEA,IMP IEA,IEA,ISS IEA,IEA,IEA,IDA,IEA,IEA,IEA,TAS,IEA,IEA","ENSMUSG00000000915,ENSMUSG00000020122,ENSMUSG00000021338,ENSMUSG00000023067,ENSMUSG00000023274,ENSMUSG00000026043,ENSMUSG00000029656,ENSMUSG00000032083,ENSMUSG00000040681,ENSMUSG00000042379,ENSMUSG00000042429,ENSMUSG00000048376,ENSMUSG00000049723,ENSMUSG00000068747"
"Down-regulated",TRUE,0.0357762810180029,1112,133,15,0.112781954887218,0.0134892086330935,"GO:0005215","GO:MF","transporter activity",23512,1319,"GO:0003674","ISS IEA,IEA,IEA,IEA,IEA,IDA IEA,ISS,ISS IEA,IEA,IEA,IDA IMP IEA,IEA,IDA IMP ISO IEA,IDA,IEA","ENSMUSG00000019082,ENSMUSG00000022890,ENSMUSG00000023033,ENSMUSG00000023057,ENSMUSG00000023073,ENSMUSG00000024411,ENSMUSG00000028603,ENSMUSG00000028982,ENSMUSG00000029822,ENSMUSG00000032080,ENSMUSG00000032083,ENSMUSG00000041698,ENSMUSG00000044708,ENSMUSG00000062515,ENSMUSG00000063590"
"Down-regulated",TRUE,0.0367097507386417,11,133,2,0.0150375939849624,0.181818181818182,"GO:0070008","GO:MF","serine-type exopeptidase activity",23512,7857,"GO:0008236;GO:0008238","IEA,IEA","ENSMUSG00000020681,ENSMUSG00000031645"
"Down-regulated",TRUE,0.0387321059131427,43,133,3,0.0225563909774436,0.0697674418604651,"GO:0015485","GO:MF","cholesterol binding",23512,2495,"GO:0032934;GO:0043178","IEA,IEA,IEA","ENSMUSG00000028603,ENSMUSG00000029822,ENSMUSG00000032083"
"Down-regulated",TRUE,0.0393484919957529,12,133,2,0.0150375939849624,0.166666666666667,"GO:0048407","GO:MF","platelet-derived growth factor binding",23512,6643,"GO:0019838","ISO IEA,ISO IEA","ENSMUSG00000001506,ENSMUSG00000026043"
"Down-regulated",TRUE,0.0393484919957529,12,133,2,0.0150375939849624,0.166666666666667,"GO:0106435","GO:MF","carboxylesterase activity",23512,9025,"GO:0052689","IEA,IEA","ENSMUSG00000062181,ENSMUSG00000069922"
"Down-regulated",TRUE,0.044786412282501,13,133,2,0.0150375939849624,0.153846153846154,"GO:0005324","GO:MF","long-chain fatty acid transmembrane transporter activity",23512,1380,"GO:0015245","IEA,IDA","ENSMUSG00000023057,ENSMUSG00000062515"
"Down-regulated",TRUE,0.0461572885264516,49,133,3,0.0225563909774436,0.0612244897959184,"GO:0016903","GO:MF","oxidoreductase activity, acting on the aldehyde or oxo group of donors",23512,2982,"GO:0016491","IEA,IDA ISS IEA,IEA","ENSMUSG00000027261,ENSMUSG00000064294,ENSMUSG00000097148"
"Down-regulated",TRUE,0.0461572885264516,48,133,3,0.0225563909774436,0.0625,"GO:0120013","GO:MF","lipid transfer activity",23512,9037,"GO:0005319","ISS,IEA,IDA IEA","ENSMUSG00000028603,ENSMUSG00000032080,ENSMUSG00000032083"
"Down-regulated",TRUE,0.0461572885264516,614,133,10,0.075187969924812,0.0162866449511401,"GO:0019900","GO:MF","kinase binding",23512,3455,"GO:0019899","IEA,IEA,IEA,IEA,IEA,IDA IPI IEA,IPI IEA,IEA,ISS IEA,IEA","ENSMUSG00000000303,ENSMUSG00000020122,ENSMUSG00000020681,ENSMUSG00000023067,ENSMUSG00000023274,ENSMUSG00000029254,ENSMUSG00000029771,ENSMUSG00000031465,ENSMUSG00000051225,ENSMUSG00000061132"
"Down-regulated",TRUE,0.000716967880415214,89,80,7,0.0875,0.0786516853932584,"KEGG:03320","KEGG","PPAR signaling pathway",10539,243,"KEGG:00000","KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG","ENSMUSG00000023057,ENSMUSG00000024665,ENSMUSG00000028603,ENSMUSG00000032083,ENSMUSG00000054422,ENSMUSG00000062515,ENSMUSG00000063929"
"Down-regulated",TRUE,0.000716967880415214,94,80,7,0.0875,0.074468085106383,"KEGG:04610","KEGG","Complement and coagulation cascades",10539,333,"KEGG:00000","KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG","ENSMUSG00000022149,ENSMUSG00000022181,ENSMUSG00000029656,ENSMUSG00000031645,ENSMUSG00000035031,ENSMUSG00000048376,ENSMUSG00000072849"
"Down-regulated",TRUE,0.0110923990906413,107,80,6,0.075,0.0560747663551402,"KEGG:05146","KEGG","Amoebiasis",10539,454,"KEGG:00000","KEGG,KEGG,KEGG,KEGG,KEGG,KEGG","ENSMUSG00000001506,ENSMUSG00000022149,ENSMUSG00000024421,ENSMUSG00000026043,ENSMUSG00000029656,ENSMUSG00000035031"
