"","SRR33445252","SRR33445253","SRR33445254","SRR33445260","SRR33445261","SRR33445262"
"ENSMUSG00000011837.4",227.697231999481,303.398794984238,346.301807993983,199.472865850118,197.459263400169,245.677630817326
"ENSMUSG00000002949.15",1029.28442628337,829.372935469209,720.801218674499,909.52306722485,844.114955388399,857.239447530456
"ENSMUSG00000040028.10",852.702899426628,736.115109142087,900.560935801147,1002.8544081272,957.349888428306,775.639377294701
"ENSMUSG00000023235.14",62.7329108569999,95.7447016958457,53.7516801212035,48.4956967433773,49.5987723232651,50.890366383589
"ENSMUSG00000008206.16",60.409469714148,58.4415711649967,102.216309738682,106.141524947769,94.5184151820713,95.6387919967448
"ENSMUSG00000058748.9",131.274424571129,57.1981334806351,75.7810572200573,91.5013146101458,96.3900669678549,80.7226501256929
"ENSMUSG00000023073.2",755.11837142685,1846.50496127702,444.112242312894,251.628615177901,304.143415189833,333.419641823514
"ENSMUSG00000043192.4",51.1157051427406,37.303130530849,24.6729023507163,57.6458282043919,53.3420758948323,18.4258223112995
"ENSMUSG00000001300.16",94.0993662854998,237.496597713072,223.818471324355,132.676906184711,157.218750005822,100.903312657116
"ENSMUSG00000040459.11",392.661553141962,424.012250367317,492.576871930373,452.931507320222,452.939732159629,393.961629417784
"ENSMUSG00000049717.9",68.5415137141295,169.107525073182,105.741010074499,129.016853600306,104.812500003881,28.0774435219801
"ENSMUSG00000040396.12",484.43747828461,473.749757741782,334.846531902579,468.486730803947,408.955915193714,279.897015109739
"ENSMUSG00000031497.9",12.7789262856852,13.677814527978,17.6235016790831,15.5552234837248,19.6523437507277,8.77420110061879
"ENSMUSG00000108961.1",29.0430142856481,33.5728174777641,26.4352525186247,16.4702366298262,60.8286830379667,24.5677630817326
"ENSMUSG00000109473.1",46.4688228570369,13.677814527978,49.3458047014327,32.9404732596525,43.9838169659144,10.5290413207425
"ENSMUSG00000108969.1",16.2640879999629,17.4081275810629,17.6235016790831,13.7251971915219,47.7271205374815,16.6709820911757
"ENSMUSG00000109291.1",84.8056017140924,50.980945058827,94.2857339830946,64.0509202271021,38.3688616085636,42.1161652829702
"ENSMUSG00000109089.1",157.993997713926,92.0143886427608,230.867871995989,110.716590678276,168.448660720523,128.103336069034
"ENSMUSG00000038917.4",3.48516171427777,12.4343768436163,59.9199057088826,16.4702366298262,3.74330357156718,13.1613016509282
"ENSMUSG00000038894.7",1168.69089485448,180.298464232437,1045.07364956963,433.716231252091,713.099330383548,1151.17518440118
"ENSMUSG00000031502.11",1730.96365142463,1286.95800331429,2439.0926323851,1510.68670421351,1379.40736612251,1611.82074218367
"ENSMUSG00000031503.13",1069.94464628328,981.072332961328,1385.20723197593,977.234040036357,962.964843785657,1045.88477119376
"ENSMUSG00000031504.6",144.053350856815,167.86408738882,114.55276091404,183.002629220292,173.127790184982,171.096921462066
"ENSMUSG00000096957.1",12.7789262856852,7.4606261061698,9.69292592349571,12.8101840454204,4.67912946445898,13.1613016509282
"ENSMUSG00000031505.11",1377.80059771115,1226.02955678057,1289.15914782493,1084.29057813023,1140.7717634351,1178.3752078131
"ENSMUSG00000056228.10",327.60520114211,186.515652654245,116.315111081948,150.062155960639,218.98325893668,268.490553678935
"ENSMUSG00000045969.8",209.109702856666,402.873809733169,269.639575689971,321.169614281612,308.822544654292,235.148589496583
"ENSMUSG00000031508.14",98.7462485712035,155.429710545204,91.6422087312321,128.101840454204,80.4810267886944,100.025892547054
"ENSMUSG00000109933.1",45.307102285611,33.5728174777641,31.7223030223496,26.5353812369423,15.9090401791605,22.8129228616088
"ENSMUSG00000031511.15",602.932976570054,437.690064895295,782.48347455129,586.523426651035,638.233258952204,803.716820816681
"ENSMUSG00000000759.14",171.934644571037,133.047832226695,220.293770988539,236.073391694176,247.993861616326,259.716352578316
"ENSMUSG00000031441.15",447.262419998981,450.124441738911,563.070878646705,340.384890349742,459.490513409871,720.361910360802
"ENSMUSG00000031442.21",26.7195731427962,22.3818783185094,24.6729023507163,19.2152760681306,14.0373883933769,37.7290647326608
"ENSMUSG00000031443.7",1849.45914971007,1998.20435876914,2258.4517401745,3466.06979743232,3288.49218762177,3266.63506976037
"ENSMUSG00000031444.16",11275.65986626,11941.9755206091,12205.156087849,14007.9362536672,15423.3465407497,15167.9614426397
"ENSMUSG00000031445.5",10604.1853759758,11719.4001751084,10006.6242533834,12567.7055617035,12008.5178575875,12298.7976827374
"ENSMUSG00000038542.14",214.918305713796,253.661287609773,249.372548759026,354.110087541264,247.993861616326,226.374388395965
"ENSMUSG00000031446.14",2732.36678399377,3451.78301178789,2514.87368960516,3477.04995518554,3246.38002244164,2648.93131227681
