"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSMUSG00000001150.7",672.978599052314,0.0752208052355739,0.139093722686265,0.301544758168685,0.836571161891677
"ENSMUSG00000001151.10",487.205962366934,0.031095061856554,0.132622738145789,0.610906251242167,0.948062515125898
"ENSMUSG00000001155.13",7802.78593076513,0.0257761487019056,0.112091005582217,0.721728602789753,0.969256629429088
"ENSMUSG00000001156.9",194.547670179344,-0.0630679090687193,0.156679289719097,0.178421722907956,0.726841043043551
"ENSMUSG00000001157.13",259.657427116718,-0.0432453262116767,0.137437366561951,0.47139538327731,0.912668162991248
"ENSMUSG00000001158.13",293.30398424195,-0.00353578039095111,0.124840108856956,0.954680447669493,0.997149887709366
"ENSMUSG00000001166.17",17.0131403458496,0.0216967779932578,0.145992004665395,0.387990201259416,0.877242288475529
"ENSMUSG00000001173.15",205.958870577347,-0.0258245556590903,0.13274770636221,0.660856917492959,0.957927122801643
"ENSMUSG00000001175.15",4432.99216455098,0.0340788459348099,0.115625366382113,0.645012439909263,0.95539292273803
"ENSMUSG00000001211.15",6161.68610392548,-0.0484784563020006,0.108195622753784,0.512732115111626,0.92189515258199
"ENSMUSG00000001227.12",207.189769811027,-0.0306424820382218,0.130688237620499,0.624883957082171,0.95318202910381
"ENSMUSG00000001228.14",43.0426579828733,-0.0435469484414915,0.153589717785996,0.0755588543224647,0.532412099911829
"ENSMUSG00000001229.9",1451.20107416439,-0.00925919335471131,0.129364202292155,0.892778632687498,0.990138668439909
"ENSMUSG00000001240.13",272.509307309166,-0.0171410854985751,0.131481759552496,0.768296481330967,0.97920346776756
"ENSMUSG00000001247.16",6070.98322794217,0.344248113782643,0.156521798085014,0.00343172888288802,0.0958926827389508
"ENSMUSG00000001248.15",295.626521714284,-0.0446103481677143,0.133870684598264,0.490793676336702,0.918529693499727
"ENSMUSG00000001249.14",11694.7281880471,0.0600079249543915,0.115879312631861,0.429713912379942,0.895338416262325
"ENSMUSG00000001270.9",232.670279173355,0.0443182701535986,0.143471714488454,0.400858654953847,0.88148122539073
"ENSMUSG00000001280.13",1081.99951823073,-0.0203960262799747,0.116918945695724,0.765486779161001,0.978394575828859
"ENSMUSG00000001281.10",156.358324223846,-0.105349539622335,0.205201586165854,0.00387905907009975,0.103474428697507
"ENSMUSG00000001285.12",354.272441078549,-0.015996997015886,0.125889495245405,0.803105395714988,0.983571234374894
"ENSMUSG00000001288.15",284.077268315236,0.0266897114920285,0.130754415519449,0.667959505860753,0.959018910104409
"ENSMUSG00000001289.12",1531.76599784005,0.084549783876866,0.137035261040845,0.269910036898528,0.812298347532522
"ENSMUSG00000001300.16",157.162475538514,-0.126694618404566,0.192878729528864,0.0883150256159053,0.561586077964771
"ENSMUSG00000001305.5",237.902358431519,0.019980598084249,0.128409289058975,0.75221944862833,0.976941279185584
"ENSMUSG00000001313.12",359.272594290636,0.258282761027304,0.35303165317705,0.0240255679471122,0.304158309807627
"ENSMUSG00000001323.17",2725.10732611072,-0.0219914710508583,0.115834256087808,0.760159569196799,0.977524389945054
"ENSMUSG00000001334.9",22.0352312401824,0.0102946462543519,0.14432249564746,0.672006356115074,0.959691405041372
"ENSMUSG00000001348.15",2575.79935568591,-0.0894782601153135,0.126115358354516,0.256121911835128,0.802209205528468
"ENSMUSG00000001366.14",1330.90134499935,0.0682305097848459,0.132729830313043,0.35059070242409,0.859516702564235
"ENSMUSG00000001376.17",227.293510778013,0.00837383774452384,0.13084840250181,0.887065040408738,0.989339035698733
"ENSMUSG00000001380.7",871.00632252678,-0.0334918477574383,0.116325126989878,0.642007664965115,0.954876116409858
"ENSMUSG00000001383.9",736.743377017684,-0.112172524024282,0.151454159817296,0.16624010653078,0.710667946748546
"ENSMUSG00000001403.13",15.7754385806721,-0.0289640189016102,0.14859860939299,0.172696907261042,0.718730272625669
"ENSMUSG00000001415.10",807.917067802711,0.0873641390163192,0.144410390992914,0.245655157801728,0.795497233801037
"ENSMUSG00000001416.13",1670.42706088375,-0.0502736028689414,0.110988289853409,0.501118721475974,0.920694577714148
"ENSMUSG00000001418.13",1437.43689777654,-0.345148468992125,0.204690006059335,0.00739270508876425,0.155623870145693
"ENSMUSG00000001419.17",997.027158624868,-0.00167525827707406,0.122171097825194,0.977887292513884,0.997764831713518
"ENSMUSG00000001420.13",37.6882425226798,-0.0172685539197218,0.143342131746,0.597444692683127,0.942640342038288
"ENSMUSG00000001424.14",4090.8514691074,-0.0890927128654889,0.149128812716935,0.227298132808722,0.778640462684988
"ENSMUSG00000001435.15",44177.3675781595,0.0638133734022937,0.114589038285695,0.404407233383506,0.881916645668578
"ENSMUSG00000001436.15",179.598257745161,0.0722953762765886,0.157216129099604,0.199459682346567,0.754864863020223
"ENSMUSG00000001440.5",3060.65398402156,0.0682815026364027,0.132015943436137,0.351668112677176,0.860208653363721
"ENSMUSG00000001441.13",794.921027901998,-0.0456292240723429,0.130929246269699,0.496339502754004,0.920694577714148
"ENSMUSG00000001444.2",21.4243662084599,-0.0343297410910881,0.150328760855333,0.112576530880064,0.619618128618991
"ENSMUSG00000001445.10",910.83408589053,-0.0969580795584524,0.132706027345398,0.227017285976875,0.778329850545397
"ENSMUSG00000001467.5",5556.96347491924,0.562236466151221,0.249859945295653,0.00112488974413276,0.0436463081466853
